,revision_id,article_name,country,article_quality_est,population
8890,800371902,Mahmoud Hessabi,Iran,Start,84150000
8891,800399358,Hamidreza Taraghi,Iran,Stub,84150000
8892,800403723,Reza Farajidana,Iran,Start,84150000
8893,800403942,Masoud Dehnamaki,Iran,C,84150000
8894,800445432,Abdollah Ramezanzadeh,Iran,Start,84150000
8895,800445949,Sadeq Tabatabaei,Iran,C,84150000
8896,800455710,Hassan Habibi,Iran,C,84150000
8897,800457795,Mohammad-Ali Amani,Iran,Stub,84150000
8898,800463785,Taghi Khamoushi,Iran,Stub,84150000
8899,800482341,Zohreh Akhyani,Iran,Start,84150000
8900,800563623,Mirza Abolhassan Khan Ilchi,Iran,C,84150000
8901,800658018,Hossein Rezazadeh,Iran,C,84150000
8902,800686605,Ghodratollah Alikhani,Iran,Stub,84150000
8903,800721452,Reza Sadr,Iran,Stub,84150000
8904,800780630,Gholam-Hossein Elham,Iran,Start,84150000
8905,800780845,Mohammad Bagher Nobakht,Iran,Start,84150000
8906,800792781,Gholamhossein Karbaschi,Iran,C,84150000
8907,800799349,Mohammad Nahavandian,Iran,C,84150000
8908,800895551,Abol-Ghasem Kashani,Iran,Start,84150000
8909,800895594,Hossein Makki,Iran,Start,84150000
8910,800903404,Mojtaba Zonnour,Iran,Stub,84150000
8911,800947426,Hootan Dolati,Iran,Start,84150000
8912,800985148,Abdolmoghim Nasehi,Iran,Stub,84150000
8913,801054371,Mansour Haghighatpour,Iran,Start,84150000
8914,801055971,Vali Dadashi,Iran,Stub,84150000
8915,801088550,Valiollah Shojapourian,Iran,Stub,84150000
8916,801090356,Mohammad Bagher Ghalibaf,Iran,C,84150000
8917,801097051,Mahmoud Sadeghi,Iran,Stub,84150000
8918,801106032,Ali Motahari,Iran,C,84150000
8919,801106070,Rahmatollah Hafezi,Iran,Stub,84150000
8920,801108758,Ehsan Ghazizadeh Hashemi,Iran,Stub,84150000
8921,801108861,Majid Farahani,Iran,Stub,84150000
8922,801162169,Mahmoud Ahmadinejad and Israel,Iran,GA,84150000
8923,801242123,Abolfazl Bazargan,Iran,Stub,84150000
8924,801242428,Abolfazl Soroush,Iran,Stub,84150000
8925,801242544,Abolghasem Sarhaddizadeh,Iran,Stub,84150000
8926,801242640,Abolhassan Khamoushi,Iran,Stub,84150000
8927,801269018,Mohammad-Javad Bahonar,Iran,C,84150000
8928,801269160,Ali Akbar Parvaresh,Iran,Stub,84150000
8929,801269575,Jalaleddin Farsi,Iran,Stub,84150000
8930,801270642,Ali Meshkini,Iran,C,84150000
8931,801317362,Jafar Shafaghat,Iran,Stub,84150000
8932,801364093,Abbas Gharabaghi,Iran,Start,84150000
8933,801370979,Ali Akbar Nategh-Nouri,Iran,Start,84150000
8934,801374757,Akhund Khorasani,Iran,C,84150000
8935,801449514,Jafar Shojouni,Iran,Stub,84150000
8936,801449531,Seyyed Mehdi Tabatabaei,Iran,Stub,84150000
8937,801459102,Ahmad Donyamali,Iran,Stub,84150000
8938,801459824,Ahmad Khaleghi Damghani,Iran,Stub,84150000
8939,801460613,Ahmad Pournejati,Iran,Stub,84150000
8940,801467345,Ahmad Salek,Iran,Stub,84150000
8941,801485089,Hassan Khalilabadi,Iran,Stub,84150000
8942,801511185,Emad Afroogh,Iran,Stub,84150000
8943,801518291,Mohammad-Ali Hosseinzadeh,Iran,Start,84150000
8944,801520135,Controversies surrounding President Mohammad Khatami,Iran,C,84150000
8945,801591367,Adib Boroumand,Iran,C,84150000
8946,801633630,Mosa Kalantari,Iran,Stub,84150000
8947,801731727,Death and state funeral of Akbar Hashemi Rafsanjani,Iran,C,84150000
8948,801738306,Mohammad Beheshti,Iran,C,84150000
8949,801781059,Mahmoud Farshidi,Iran,Stub,84150000
8950,801857251,Laya Joneydi,Iran,Stub,84150000
8951,801898145,Ali Espahbodi,Iran,Stub,84150000
8952,801906489,Kamal Habibollahi,Iran,Start,84150000
8953,801926580,Ali Yousefpour,Iran,Stub,84150000
8954,801927191,Ali-Asghar Zarei,Iran,Stub,84150000
8955,801928980,Reza Rasouli,Iran,Stub,84150000
8956,801929150,Alireza Afshar,Iran,Stub,84150000
8957,802024631,Eshaq Jahangiri,Iran,C,84150000
8958,802089333,Shaykh Ali Khan Zanganeh,Iran,Start,84150000
8959,802379191,Amir-Hossein Ghazizadeh Hashemi,Iran,Stub,84150000
8960,802423129,Alireza Rahimi (politician),Iran,Stub,84150000
8961,802439941,Sharafkhan Bidlisi,Iran,C,84150000
8962,802439956,Ferzende,Iran,Start,84150000
8963,802478550,Safar Naeimi,Iran,Stub,84150000
8964,802566893,Mohammad-Ali Rajai,Iran,C,84150000
8965,802625336,Abdolhossein Hazhir,Iran,Stub,84150000
8966,802626486,Mohammad-Hossein Baniasadi,Iran,Stub,84150000
8967,802629137,Alinaghi Khamoushi,Iran,Stub,84150000
8968,802629213,Mahmoud Kashani,Iran,Start,84150000
8969,802632980,Naeimeh Eshraghi,Iran,Start,84150000
8970,802633199,Ali-Asghar Ahmadi,Iran,Stub,84150000
8971,802633717,Morteza Tamadon,Iran,Stub,84150000
8972,802633731,Hossein Hashemi,Iran,Stub,84150000
8973,802636439,Faezeh Hashemi Rafsanjani,Iran,C,84150000
8974,802677365,Hossein Dehghan,Iran,GA,84150000
8975,802710115,Mir-Hossein Mousavi,Iran,GA,84150000
8976,802769463,Sadegh Najafi-Khazarlou,Iran,Stub,84150000
8977,802788214,Parviz Sorouri,Iran,Stub,84150000
8978,802800899,Mohammad Reza Mirtajodini,Iran,Stub,84150000
8979,802801512,Mohammad Naeimipour,Iran,Stub,84150000
8980,802815802,Lotfollah Forouzandeh,Iran,Stub,84150000
8981,802817887,Mohammad Javad Ameri,Iran,Stub,84150000
8982,802827598,Mehdi Bazargan,Iran,GA,84150000
8983,802843828,Ahmad Moftizadeh,Iran,C,84150000
8984,802860340,Masoud Zaribafan,Iran,Stub,84150000
8985,802941895,Shahindokht Molaverdi,Iran,Stub,84150000
8986,803016337,Ruhollah Khatami,Iran,Stub,84150000
8987,803024049,Hamid Sajjadi,Iran,Start,84150000
8988,803118658,Abdolreza Mesri,Iran,Start,84150000
8989,803164153,Iraj Shahin-Baher,Iran,Stub,84150000
8990,803188610,Saleh Adibi,Iran,Stub,84150000
8991,803191273,Marzieh Afkham,Iran,Stub,84150000
8992,803191344,Hossein Fereydoun,Iran,Stub,84150000
8993,803239146,Behzad Nabavi,Iran,C,84150000
8994,803239334,Mohsen Armin,Iran,Stub,84150000
8995,803240511,Saeed Emami,Iran,C,84150000
8996,803260461,Hesamodin Ashna,Iran,Start,84150000
8997,803261339,Abolfazl Ghana'ati,Iran,Stub,84150000
8998,803278735,Mehrangiz Dowlatshahi,Iran,C,84150000
8999,803279076,Abdollah Riazi,Iran,Stub,84150000
9000,803280154,Mahmud Mahmud,Iran,Stub,84150000
9001,803280488,Mohammad Tadayyon,Iran,Stub,84150000
9002,803280841,Farrokhroo Parsa,Iran,C,84150000
9003,803283238,Mozzafar Baghai,Iran,Start,84150000
9004,803302597,Hamid-Reza Assefi,Iran,Start,84150000
9005,803336732,Bagher Larijani,Iran,Stub,84150000
9006,803345272,Yahya Ale Eshaq,Iran,Stub,84150000
9007,803351111,Div Sultan Rumlu,Iran,Start,84150000
9008,803378653,Maryam Namazie,Iran,C,84150000
9009,803444183,Saeed Amani,Iran,Stub,84150000
9010,803459602,The Green Scroll Campaign,Iran,Start,84150000
9011,803506701,Azam Farahi,Iran,Stub,84150000
9012,803506826,Azar Mansouri,Iran,Stub,84150000
9013,803578090,Soraya Serajeddini,Iran,C,84150000
9014,803617686,Khojaste Bagherzadeh,Iran,Start,84150000
9015,803676377,Bahare Arvin,Iran,Stub,84150000
9016,803748822,Bahram Parsaei,Iran,Stub,84150000
9017,803753795,Mohammad Khatami,Iran,B,84150000
9018,803756073,Majid Kavian,Iran,Start,84150000
9019,803756451,Abdul Rahman Haji Ahmadi,Iran,Start,84150000
9020,803928019,Presidency of Mahmoud Ahmadinejad,Iran,B,84150000
9021,803928118,Presidency of Mohammad Khatami,Iran,C,84150000
9022,803937693,Ahmad Alirezabeigi,Iran,Start,84150000
9023,803939357,Presidency of Akbar Hashemi Rafsanjani,Iran,C,84150000
9024,804016574,Ibrahim Alizade,Iran,Stub,84150000
9025,804104931,Mohsen Hashemi Rafsanjani,Iran,C,84150000
9026,804105438,Hassan Rasouli,Iran,Stub,84150000
9027,804120072,Parvin Ahmadinejad,Iran,Stub,84150000
9028,804120185,Davoud Ahmadinejad,Iran,Stub,84150000
9029,804278460,Mehdi Chamran,Iran,Start,84150000
9030,804339409,Masoud Karbasian,Iran,Stub,84150000
9031,804349031,Abolhassan Banisadr,Iran,C,84150000
9032,804355359,Fazlollah Sadr,Iran,Stub,84150000
9033,804355501,Mohsen Pezeshkpour,Iran,Stub,84150000
9034,804355642,Yahya Adl,Iran,Stub,84150000
9035,804355798,Hassan Ali Mansur,Iran,C,84150000
9036,804355845,Javad Saeed,Iran,Stub,84150000
9037,804510701,Khamenei's fatwa against nuclear weapons,Iran,GA,84150000
9038,804514960,Behrouz Nemati,Iran,Stub,84150000
9039,804689450,Mehdi Karroubi,Iran,C,84150000
9040,804730568,Gholam-Ali Haddad-Adel,Iran,C,84150000
9041,804734130,Mohsen Rezaee,Iran,GA,84150000
9042,804738662,Javad Fakoori,Iran,Start,84150000
9043,804738844,Taghi Riahi,Iran,Stub,84150000
9044,804738953,Ahmad Madani,Iran,Start,84150000
9045,804821113,Assassination attempt on Ali Khamenei,Iran,Start,84150000
9046,804845654,Mohammad Saeedikia,Iran,C,84150000
9047,804873595,Mehdi Hashemi,Iran,C,84150000
9048,805019351,Sepanta Niknam,Iran,Stub,84150000
9049,805031881,Mayor of Isfahan,Iran,Stub,84150000
9050,805069639,Ali Haghshenas,Iran,C,84150000
9051,805199926,Saeed Hajjarian,Iran,C,84150000
9052,805331603,Davoud Danesh-Jafari,Iran,Start,84150000
9053,805436562,Mina Ahadi,Iran,Start,84150000
9054,805454756,Gholam Hosein Shiri Aliabad,Iran,Stub,84150000
9055,805455759,Gholamreza Hassani,Iran,C,84150000
9056,805511880,Ghorbanali Saadat,Iran,Stub,84150000
9057,805523928,Hassan Taqizadeh,Iran,C,84150000
9058,805594554,Mohammad Hasan Khan Qajar,Iran,Start,84150000
9059,805597827,Mohammad Mosaddegh,Iran,B,84150000
9060,805752246,Hassan Rouhani plagiarism allegations,Iran,C,84150000
9061,805778453,Mohammad Ali Qazi Tabatabaei,Iran,Stub,84150000
9062,805802370,Ali Khamenei,Iran,B,84150000
9063,805805174,Masoud Barzani,Iran,C,84150000
9064,805935981,Majid Movaghar,Iran,Stub,84150000
9065,805936041,Hossein Khan Movaghar,Iran,,84150000
9066,805948477,Abbas Maleki,Iran,Stub,84150000
9067,805970954,Ali Asghar Mousapasandi,Iran,,84150000
9068,805994428,Barzani family,Iran,Stub,84150000
9069,806026264,Mojtaba Khamenei,Iran,C,84150000
9070,806062546,Mohammad-Mehdi Abdekhodaei,Iran,Stub,84150000
9071,806064602,Asadollah Badamchian,Iran,Stub,84150000
9072,806100888,Masoud Nosrati,Iran,Stub,84150000
9073,806349416,Morteza-Qoli Bayat,Iran,Start,84150000
9074,806397533,Nahid Khodakarami,Iran,Stub,84150000
9075,806397563,Hassan Rouhani,Iran,GA,84150000
9076,806429221,Mohammad-Hossein Moghimi,Iran,Stub,84150000
9077,806429338,Morteza Saghaeiannejad,Iran,Stub,84150000
9078,806438465,Zahra Sadr-Azam Nouri,Iran,Stub,84150000
9079,806500816,Fathollah Khan Akbar,Iran,Stub,84150000
9080,806527070,Agha Mohammad Khan Qajar,Iran,FA,84150000
9081,806532097,Mohammad-Reza Khatami,Iran,Start,84150000
9082,806570875,Mohammad Reza Ameli Tehrani,Iran,Start,84150000
9083,806583963,To the Youth in Europe and North America,Iran,GA,84150000
9084,806644374,Seyed Zia Hashemi,Iran,Stub,84150000
9085,806644440,Sattar Mahmoudi,Iran,Stub,84150000
9086,806818985,Hossein Sheikholeslam,Iran,Stub,84150000
9087,806820910,Majid Sharif Vaghefi,Iran,Start,84150000
9088,806821085,Anvar Khamei,Iran,Stub,84150000
9089,806845558,Foreign policy of the Mahmoud Ahmadinejad administration,Iran,B,84150000
9090,806851568,International Conference to Review the Global Vision of the Holocaust,Iran,B,84150000
9091,806934027,Asadollah Lajevardi,Iran,C,84150000
9092,807047231,Fereydoun Djam,Iran,Start,84150000
9093,807062439,Shapour Bakhtiar,Iran,GA,84150000
9094,807165035,Gholamreza Mesbahi-Moghadam,Iran,Stub,84150000
9095,807165341,Sadegh Zibakalam,Iran,C,84150000
9096,807173546,Bojnord,Iran,Start,84150000
9097,807204407,Tadj ol-Molouk,Iran,C,84150000
9098,807260958,Ebrahim Nabavi,Iran,Start,84150000
9099,807261698,Akbar Hashemi Rafsanjani,Iran,B,84150000
9100,807280294,Abdul Rahman Ghassemlou,Iran,C,84150000
9101,807367030,Jalal Movaghar,Iran,,84150000
9102,807367166,Mohsen Movaghar,Iran,,84150000
9103,807390609,Habibollah Asgaroladi,Iran,Start,84150000
9104,807411358,Hadi Gharaseyyed Romiani,Iran,Stub,84150000
9105,807412503,Hadi Saei,Iran,C,84150000
9106,807430032,Mohammad Reyshahri,Iran,C,84150000
9107,807461646,Mohammad Hashemi,Iran,Stub,84150000
9108,807481450,Mahmoud Ahmadinejad,Iran,B,84150000
9109,561744402,List of Malta Labour Party leaders,Malta,,522000
9110,573710096,"List of members of the parliament of Malta, 2008–13",Malta,,522000
9111,715326916,Karl Chircop,Malta,Start,522000
9112,716099141,Fortunato Mizzi,Malta,Stub,522000
9113,716715928,Michael Dundon,Malta,Start,522000
9114,717114091,Gino Cauchi,Malta,Start,522000
9115,717614823,Daniel Piscopo,Malta,Stub,522000
9116,719981739,Guglielmo Rapinett,Malta,,522000
9117,723489814,Emmanuele Vitale,Malta,Start,522000
9118,724307663,Justin John Camilleri,Malta,Stub,522000
9119,726543420,William Savona,Malta,Stub,522000
9120,727086770,Ċensu Galea,Malta,Start,522000
9121,727594628,Michael Gonzi,Malta,Start,522000
9122,734260518,Michael Refalo,Malta,Start,522000
9123,739024593,Frank Portelli,Malta,Stub,522000
9124,740654203,Quinton Scerri,Malta,Start,522000
9125,756724468,Robert Cutajar,Malta,Stub,522000
9126,758493118,Frederick Azzopardi,Malta,Stub,522000
9127,760138609,Wenzu Mintoff,Malta,Start,522000
9128,760906887,Michael Falzon (politician),Malta,Start,522000
9129,765608580,Joe Grima (politician),Malta,Stub,522000
9130,765924736,Tonio Borg,Malta,C,522000
9131,765924879,Joe Borg,Malta,Start,522000
9132,766678099,Ġużè Ellul Mercer,Malta,C,522000
9133,768206776,Ugo Mifsud Bonnici,Malta,C,522000
9134,772920660,Giovanni Felice,Malta,Start,522000
9135,773395265,Anastasio Cuschieri,Malta,C,522000
9136,776471956,Manwel Dimech,Malta,B,522000
9137,777822062,Emmy Bezzina,Malta,Stub,522000
9138,778512401,Dolores Cristina,Malta,Start,522000
9139,778835116,Augusto Bartolo,Malta,Start,522000
9140,778999627,Josie Muscat,Malta,Start,522000
9141,779422509,Roberta Metsola,Malta,C,522000
9142,779777294,Franco Debono,Malta,GA,522000
9143,779929317,Mario de Marco,Malta,Start,522000
9144,780280022,George Abela,Malta,C,522000
9145,781599728,"List of members of the parliament of Malta, 2013–17",Malta,Start,522000
9146,782891088,Philip Mifsud,Malta,Stub,522000
9147,783946610,Myriam Spiteri Debono,Malta,Stub,522000
9148,784104870,Silvio Schembri,Malta,Start,522000
9149,784776831,Luigi Preziosi,Malta,Start,522000
9150,784923421,Alfred Sant,Malta,C,522000
9151,785105862,Jason Azzopardi,Malta,Start,522000
9152,785247482,Karmenu Vella,Malta,C,522000
9153,786261651,Angelo Farrugia,Malta,Start,522000
9154,786287930,Francesco Masini,Malta,Start,522000
9155,787150757,Giovanna Debono,Malta,Start,522000
9156,787151148,Tonio Fenech,Malta,Start,522000
9157,787151385,Austin Gatt,Malta,Start,522000
9158,787447241,Robert Arrigo,Malta,Start,522000
9159,787623984,Ninu Zammit,Malta,Start,522000
9160,788084286,Harry Vassallo,Malta,Start,522000
9161,789764819,Arnold Cassola,Malta,Start,522000
9162,789774936,List of mayors of places in Malta,Malta,Start,522000
9163,790608060,Marlene Mizzi,Malta,Start,522000
9164,790996868,George Pullicino,Malta,Start,522000
9165,792161039,Paul Borg Olivier,Malta,Start,522000
9166,792499011,Pierre Jean Louis Ovide Doublet,Malta,C,522000
9167,793193581,Carmelo Mifsud Bonnici,Malta,Start,522000
9168,794264967,Joseph Cuschieri,Malta,C,522000
9169,794740976,Sharon Ellul-Bonici,Malta,Stub,522000
9170,794751639,Clyde Puli,Malta,Start,522000
9171,794791945,Carmelo Abela,Malta,Start,522000
9172,796146601,Miriam Dalli,Malta,Start,522000
9173,796439084,Joe Debono Grech,Malta,Start,522000
9174,796811184,List of heads of state of Malta,Malta,C,522000
9175,798872250,Herbert Ganado,Malta,Start,522000
9176,799301361,Norman Lowell,Malta,C,522000
9177,799714837,Jeffrey Pullicino Orlando,Malta,Start,522000
9178,799715012,Owen Bonnici,Malta,Start,522000
9179,799891982,President of Malta,Malta,C,522000
9180,800349000,First Ladies and Gentlemen of Malta,Malta,Stub,522000
9181,800408269,Anthony Borg Barthet,Malta,Start,522000
9182,800553323,Women in Maltese general elections,Malta,Start,522000
9183,800660568,Eddie Fenech Adami,Malta,C,522000
9184,800732220,Evarist Bartolo,Malta,Start,522000
9185,800781538,Mabel Strickland,Malta,Start,522000
9186,801458847,"Gerald Strickland, 1st Baron Strickland",Malta,C,522000
9187,801472553,Dom Mintoff,Malta,C,522000
9188,801538694,Joe Cassar,Malta,Start,522000
9189,801566979,Michael Briguglio,Malta,,522000
9190,801700047,Francis Zammit Dimech,Malta,Stub,522000
9191,801715645,George Vella,Malta,Start,522000
9192,802663263,John Dalli,Malta,C,522000
9193,803410540,Albert Hyzler,Malta,Stub,522000
9194,803410866,Agatha Barbara,Malta,C,522000
9195,803411172,Paul Xuereb,Malta,Start,522000
9196,803737342,George Borg Olivier,Malta,C,522000
9197,804486279,Karmenu Mifsud Bonnici,Malta,Start,522000
9198,804515532,Ċensu Tabone,Malta,C,522000
9199,804699352,Joseph Cefai,Malta,Start,522000
9200,804707771,Anthony Mamo,Malta,Start,522000
9201,805684686,Marlene Farrugia,Malta,C,522000
9202,805879451,Joseph Muscat,Malta,B,522000
9203,805960810,Marie-Louise Coleiro Preca,Malta,C,522000
9204,806013513,Adrian Delia,Malta,Start,522000
9205,806427741,Peter Paul Busuttil,Malta,Stub,522000
9206,806491860,Simon Busuttil,Malta,C,522000
9207,806887350,Charles Mangion,Malta,Start,522000
9208,806964950,Guido de Marco,Malta,C,522000
9209,807058740,Anton Buttigieg,Malta,Start,522000
9210,807066543,Chris Fearne,Malta,Start,522000
9211,807206410,Paul Boffa,Malta,Start,522000
9212,564873005,Marquis of Amboage,Spain,,47635000
9213,645225697,Diego de Villalba y Toledo,Spain,Start,47635000
9214,650458255,Rafael Simancas,Spain,Stub,47635000
9215,698093715,"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",Spain,Start,47635000
9216,699093655,Manuel Martin (conquistador),Spain,Stub,47635000
9217,702974510,Nemesi Marqués Oste,Spain,Stub,47635000
9218,703773782,Gomez das Mariñas,Spain,,47635000
9219,704888246,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",Spain,Stub,47635000
9220,705244503,Montserrat Gibert,Spain,Stub,47635000
9221,705924460,Bernardino de Mendoza,Spain,Start,47635000
9222,706188219,Domingo Terán de los Ríos,Spain,Start,47635000
9223,706597050,José Ignacio Pérez Sáenz,Spain,Stub,47635000
9224,707148497,Hernando de Lerma,Spain,Start,47635000
9225,707682063,Manuel Balcells i Díaz,Spain,Stub,47635000
9226,708101383,Fernando León y Castillo,Spain,Stub,47635000
9227,708690221,Jaime Milans del Bosch,Spain,Start,47635000
9228,709737974,Nicolás Estévanez,Spain,Start,47635000
9229,709846247,Euskal Heritarrok,Spain,Stub,47635000
9230,709897069,Diego Delgadillo,Spain,Start,47635000
9231,710178397,Pilar Manjón,Spain,Start,47635000
9232,710228589,Rodrigo de Sosa,Spain,Stub,47635000
9233,710795636,Spanish viceroyalty,Spain,Stub,47635000
9234,710969632,Alonso Gonzalez Calderón,Spain,Stub,47635000
9235,711325636,Luis Arana,Spain,Stub,47635000
9236,711840484,Álvaro Gil-Robles,Spain,Stub,47635000
9237,712500210,Pedro Sanz Alonso,Spain,Stub,47635000
9238,712966386,José María Álvarez del Manzano,Spain,Stub,47635000
9239,713351925,Fernando Miyares y Gonzáles,Spain,Stub,47635000
9240,713485074,Jaume Bosch (politician),Spain,Stub,47635000
9241,713823417,"Nicolás de Carvajal, Marquis of Sarria",Spain,Start,47635000
9242,713831880,Isaías Carrasco,Spain,Stub,47635000
9243,714881486,Gerardo Abad Conde,Spain,Start,47635000
9244,714881614,Manuel Aguirre de Tejada,Spain,Stub,47635000
9245,714881651,Elías Ahúja y Andría,Spain,Start,47635000
9246,714881875,Luis Almarcha Hernández,Spain,Start,47635000
9247,714882032,Saturnino Álvarez Bugallal,Spain,Stub,47635000
9248,714882041,José María Álvarez Mendizábal,Spain,Stub,47635000
9249,714882087,Horacio Álvarez Mesa,Spain,Stub,47635000
9250,714882269,Antonio Flores de Lemus,Spain,Start,47635000
9251,714882378,Antonio Aparisi Guijarro,Spain,Start,47635000
9252,714882530,Gabriel Arias-Salgado,Spain,Stub,47635000
9253,714882692,Luis Armiñán Pérez,Spain,Stub,47635000
9254,715115501,Lope de Ulloa y Lemos,Spain,Stub,47635000
9255,715906259,Miguel Sebastián Gascón,Spain,Start,47635000
9256,716580750,"Bernardino Fernández de Velasco, 1st Duke of Frías",Spain,Stub,47635000
9257,716842506,Duke of Franco,Spain,Stub,47635000
9258,717836271,Juan Pérez-Caballero y Ferrer,Spain,Stub,47635000
9259,717845860,Pío Gullón e Iglesias,Spain,Stub,47635000
9260,717845897,"Ventura García-Sancho, Marquis of Aguilar de Campoo",Spain,Stub,47635000
9261,717847623,Cristóbal Martín de Herrera,Spain,Stub,47635000
9262,717848253,Antonio de Castro y Casaléiz,Spain,Stub,47635000
9263,717851974,José Félix de Lequerica y Erquiza,Spain,Stub,47635000
9264,717873866,José Gutiérrez de Agüera,Spain,Stub,47635000
9265,717913694,Gaspar Rosés,Spain,Stub,47635000
9266,717977304,Roger Albinyana i Saigí,Spain,Stub,47635000
9267,718026752,Joaquín de Frías y Moya,Spain,Stub,47635000
9268,718405459,Domingo Ram y Lanaja,Spain,Start,47635000
9269,718412196,Carlos Bustelo,Spain,Stub,47635000
9270,718414096,Felipe Sánchez Román,Spain,Stub,47635000
9271,718414509,Miguel Villanueva y Gómez,Spain,Stub,47635000
9272,718420185,Nicomedes Pastor Díaz y Corbelle,Spain,Stub,47635000
9273,718848481,Blas Villate,Spain,Stub,47635000
9274,718902530,Bonifacio de Blas y Muñoz,Spain,Stub,47635000
9275,718902655,Augusto Ulloa y Castañón,Spain,Stub,47635000
9276,718902690,Claudio Antón de Luzuriaga,Spain,Stub,47635000
9277,718992952,José Muro y López-Salgado,Spain,Stub,47635000
9278,718992989,Eleuterio Maisonnave y Cutayar,Spain,Stub,47635000
9279,718993091,Santiago Soler y Pla,Spain,Stub,47635000
9280,719131687,Pedro Folc de Cardona,Spain,Start,47635000
9281,719870413,Josep Mestres i Miquel,Spain,Stub,47635000
9282,719900981,Marquisate of Samaranch,Spain,Stub,47635000
9283,720450107,Ramon de la Sota,Spain,Start,47635000
9284,720595760,Antonio María Martínez,Spain,Start,47635000
9285,720797473,Fernando Cos-Gayón,Spain,Stub,47635000
9286,720853085,Graciano Atienza Fernández,Spain,Stub,47635000
9287,720857191,Javier Pradera,Spain,Start,47635000
9288,720891775,Eleazar Huerta Valcárcel,Spain,Stub,47635000
9289,720924221,Constantino Salinas,Spain,,47635000
9290,721430046,Josep Maria Socías,Spain,Stub,47635000
9291,722241363,Guillermo Morphy,Spain,Start,47635000
9292,722634986,Enric Masó i Vázquez,Spain,Stub,47635000
9293,722994572,Pedro Santorromán,Spain,Stub,47635000
9294,723007323,Luis Martínez Noval,Spain,Stub,47635000
9295,723018230,Josep Maria Corredor i Pomés,Spain,Start,47635000
9296,723679487,Baldomero Fernández Ladreda,Spain,Stub,47635000
9297,723790737,Heriberto Araújo,Spain,Stub,47635000
9298,723790749,Juan Pablo Cardenal,Spain,Stub,47635000
9299,724057930,Miguel Romero (activist),Spain,Stub,47635000
9300,724353673,Albert Manent,Spain,Stub,47635000
9301,724695388,"Francisco de Borja Queipo de Llano, 8th Count of Toreno",Spain,Start,47635000
9302,725226274,Alonso de Escobar y Cáceres,Spain,Stub,47635000
9303,725228850,Leonardo Gribeo,Spain,Stub,47635000
9304,725251757,Tomás Gómez Franco,Spain,Start,47635000
9305,725329868,José Ángel Cuerda,Spain,Start,47635000
9306,725341055,Pedro Gómez de Don Benito,Spain,Start,47635000
9307,725504701,Jaime Blanco García,Spain,Stub,47635000
9308,727346043,José Manuel Aguirre Miramón,Spain,Stub,47635000
9309,727418855,Fernando Talaverano Gallegos,Spain,Stub,47635000
9310,727573664,Pedro de Herrera,Spain,Stub,47635000
9311,729070660,"Mariano Roca de Togores, 1st Marquis of Molins",Spain,Stub,47635000
9312,729436228,José Ignacio Ceniceros,Spain,Stub,47635000
9313,729793880,Carmen Calleja,Spain,Stub,47635000
9314,729812171,Manuel Argüelles Argüelles,Spain,Stub,47635000
9315,729999103,Joaquín Abarca,Spain,Stub,47635000
9316,730600018,Diego Thomas de Santuchos,Spain,Stub,47635000
9317,730692172,Juan Jesús Vivas,Spain,Stub,47635000
9318,730694376,Enrique Palacios Hernández,Spain,Stub,47635000
9319,730969174,Pedro Sánchez Rendón,Spain,Stub,47635000
9320,731071632,Melchor de Navarrete,Spain,C,47635000
9321,731788969,Jordi Miralles,Spain,Stub,47635000
9322,732190131,Juan de la Jaraquemada,Spain,Stub,47635000
9323,732437615,Alonso de Escobar,Spain,Stub,47635000
9324,732437774,Diego Pérez Moreno,Spain,Stub,47635000
9325,734972535,Ángela Bachiller,Spain,Start,47635000
9326,735550015,Mateo Cañellas,Spain,Stub,47635000
9327,735981338,Rosa Posada,Spain,Stub,47635000
9328,736555491,Ramón Álvarez Valdés,Spain,Stub,47635000
9329,737653031,List of viceroys of Aragon,Spain,Start,47635000
9330,737914746,Eduardo Asquerino,Spain,Stub,47635000
9331,738176334,"Manuel de Mariátegui, 1st Count of San Bernardo",Spain,Stub,47635000
9332,738605889,"Pedro Fernández de Velasco, 2nd Count of Haro",Spain,Stub,47635000
9333,738687775,Miguel Laparra,Spain,Stub,47635000
9334,738704695,Eusebio Sánchez Pareja,Spain,Stub,47635000
9335,738765577,Heribert Barrera,Spain,Stub,47635000
9336,738846456,Francesc de Paula Burguera,Spain,Stub,47635000
9337,740177650,Narciso García-Loygorri,Spain,Stub,47635000
9338,740285239,Gaspar de Borja y Velasco,Spain,C,47635000
9339,740573030,Bartolome de Osuna,Spain,Stub,47635000
9340,740592107,Kiko Argüello,Spain,C,47635000
9341,740685612,Diego de Egües y Beaumont,Spain,Start,47635000
9342,740862464,Ramón Rubial,Spain,Stub,47635000
9343,740862597,Víctor Lecumberri,Spain,Stub,47635000
9344,740863220,Santiago Brouard,Spain,C,47635000
9345,740863444,Andoni Ortuzar,Spain,Stub,47635000
9346,740863625,José Luis de Arrese,Spain,B,47635000
9347,740863636,Ibon Areso,Spain,Stub,47635000
9348,740863643,Iñaki Antigüedad,Spain,Stub,47635000
9349,740863658,Alberto Alcocer y Ribacoba,Spain,Stub,47635000
9350,741037525,Ruy de Sosa,Spain,Stub,47635000
9351,741080300,Mustafa Aberchán,Spain,Stub,47635000
